respondent_id,gender,age,is_professional,nd_status,ai_frequency,used_ai_psych,ai_experience,set_rules,prior_self_awareness,self_understanding_change,received_challenging_feedback,ai_vs_therapy,ai_general_effect,tool_chatgpt,tool_claude,tool_gemini,tool_copilot,tool_perplexity,tool_grok,tool_deepseek,prob_emotions,prob_decisions,prob_daily,prob_selfpatterns,prob_hardconvos,prob_hardletters,prob_learning_psych,driver_curiosity,driver_stuck,driver_structure,driver_noaccess,driver_speed,driver_intuition_plus_ai,use_feedback,use_brainstorm,use_secondopinion,use_problemsolve,use_guide,use_validation,trust_structured,trust_agrees_with_me,trust_newperspective,trust_multiple_options,trust_confident_tone,trust_generally_low,distrust_toogeneral,distrust_tooconfident,distrust_contradicts_me,distrust_oversimplifies,distrust_gut,distrust_rarely,react_reflected,react_integrated,react_uncomfortable_curious,react_ignored,react_situational,concern_overreliance,concern_misinformation,concern_emotional_dependency,concern_human_connection,concern_privacy,concern_cognitive_loss,concern_data_storage,concern_none
102,Férfi,25 - 34,Nem,"Gyanítom, hogy neurodivergens lehetek, de nincs diagnózisom",Hetente többször,Nem,Erősen függ a helyzettől,Még sohasem gondoltam ilyesmire,2. Valamennyire tudatos vagyok az érzéseimmel,Nem volt rá hatással / nem tudok erre válaszolni,Nem,nem gondoltam ilyenekre / nem tudom,Nem vagyok biztos ebben / nem tudom,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
103,Nő,25 - 34,Nem,"Gyanítom, hogy neurodivergens lehetek, de nincs diagnózisom",Napi szinten,Igen,"A mesterséges intelligencia által írtakat csak javaslatoknak tekintem, nem kész válaszoknak",Még sohasem gondoltam ilyesmire,5. Nagyon tudatos vagyok a belső működéseimmel,Nem volt rá hatással / nem tudok erre válaszolni,Nem,nem gondoltam ilyenekre / nem tudom,"Megerősítette az önmagadról alkotott képed, narratíváid",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
104,Nő,25 - 34,Nem,Diagnosztizált neurodivergens vagyok,Napi szinten,Igen,Erősen függ a helyzettől,Valamennyire / nem kőbe vésve,3. Átlagos szinten értem a saját működésem,Már sokkal jobban értem magam,Igen,"egészen hasonló vagy jobb, mint a terápia",Mindkettő megtörtént,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0
105,Nő,45 - 54,Igen,"Gyanítom, hogy neurodivergens lehetek, de nincs diagnózisom",Hetente többször,Igen,Főként a saját gondolkodásom tisztázására használom az AI-t,"Igen, határozottan",5. Nagyon tudatos vagyok a belső működéseimmel,Körülbelül ugyanaz maradt,Nem,"egy lehetséges kiegészítő terápia mellett, de nem helyettesítője annak",Egyik sem igaz,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0
106,Nő,25 - 34,Nem,Nem vagyok neurodivergens / nem tudok ilyesmiről,Napi szinten,Igen,"A mesterséges intelligencia által írtakat csak javaslatoknak tekintem, nem kész válaszoknak",Valamennyire / nem kőbe vésve,3. Átlagos szinten értem a saját működésem,Körülbelül ugyanaz maradt,Nem,"gyengébb, mint a terápia",Mindkettő megtörtént,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
107,Nő,35 - 44,Nem,Nem vagyok neurodivergens / nem tudok ilyesmiről,"Próbáltam már, de szinte soha",Nem,"A mesterséges intelligencia által írtakat csak javaslatoknak tekintem, nem kész válaszoknak",Még sohasem gondoltam ilyesmire,4. Meglehetősen jól ismerem magam,Nem volt rá hatással / nem tudok erre válaszolni,Nem,nem gondoltam ilyenekre / nem tudom,Nem vagyok biztos ebben / nem tudom,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
108,Nő,25 - 34,Nem,Diagnosztizált neurodivergens vagyok,Néha,Igen,Erősen függ a helyzettől,Még sohasem gondoltam ilyesmire,4. Meglehetősen jól ismerem magam,Valamennyire tisztult,Igen,"gyengébb, mint a terápia",Nem vagyok biztos ebben / nem tudom,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
109,Nő,25 - 34,Nem,"Gyanítom, hogy neurodivergens lehetek, de nincs diagnózisom",Hetente többször,Igen,Főként a saját gondolkodásom tisztázására használom az AI-t,Valamennyire / nem kőbe vésve,2. Valamennyire tudatos vagyok az érzéseimmel,Körülbelül ugyanaz maradt,Nem,,Mindkettő megtörtént,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0
110,Nő,25 - 34,Nem,Nem vagyok neurodivergens / nem tudok ilyesmiről,Néha,Nem,"A mesterséges intelligencia által írtakat csak javaslatoknak tekintem, nem kész válaszoknak",Nem,4. Meglehetősen jól ismerem magam,Nem volt rá hatással / nem tudok erre válaszolni,Nem vagyok biztos benne / nem tudom,nem gondoltam ilyenekre / nem tudom,Nem vagyok biztos ebben / nem tudom,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
111,Férfi,45 - 54,Nem,Nem vagyok neurodivergens / nem tudok ilyesmiről,Hetente többször,Nem,"Gyakran követem az AI tanácsait, ha meggyőzőnek érzem őket.",Nem,5. Nagyon tudatos vagyok a belső működéseimmel,Nem volt rá hatással / nem tudok erre válaszolni,Nem,nem gondoltam ilyenekre / nem tudom,Nem vagyok biztos ebben / nem tudom,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112,Nő,45 - 54,Nem,Nem vagyok neurodivergens / nem tudok ilyesmiről,Napi szinten,Igen,Erősen függ a helyzettől,Valamennyire / nem kőbe vésve,3. Átlagos szinten értem a saját működésem,Nem volt rá hatással / nem tudok erre válaszolni,Nem vagyok biztos benne / nem tudom,"egy lehetséges kiegészítő terápia mellett, de nem helyettesítője annak",Nem vagyok biztos ebben / nem tudom,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0
113,Férfi,65 -,Nem,Nem vagyok neurodivergens / nem tudok ilyesmiről,Hetente többször,Igen,"A mesterséges intelligencia által írtakat csak javaslatoknak tekintem, nem kész válaszoknak",Valamennyire / nem kőbe vésve,2. Valamennyire tudatos vagyok az érzéseimmel,Körülbelül ugyanaz maradt,Nem vagyok biztos benne / nem tudom,"gyengébb, mint a terápia",Nem vagyok biztos ebben / nem tudom,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
114,Nő,45 - 54,Nem,"Gyanítom, hogy neurodivergens lehetek, de nincs diagnózisom",Napi szinten,Igen,Főként a saját gondolkodásom tisztázására használom az AI-t,Nem,"1. Nem igazán ismerem az érzéseim, vagyok tudatos velük",Már sokkal jobban értem magam,Igen,"gyengébb, mint a terápia",Mindkettő megtörtént,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
115,Nő,45 - 54,Nem,Nem vagyok neurodivergens / nem tudok ilyesmiről,Napi szinten,Igen,Erősen függ a helyzettől,Valamennyire / nem kőbe vésve,3. Átlagos szinten értem a saját működésem,Valamennyire tisztult,Igen,"egy lehetséges kiegészítő terápia mellett, de nem helyettesítője annak",Mindkettő megtörtént,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
116,Nő,45 - 54,Nem,Diagnosztizált neurodivergens vagyok,Napi szinten,Igen,"Gyakran követem az AI tanácsait, ha meggyőzőnek érzem őket.",Valamennyire / nem kőbe vésve,4. Meglehetősen jól ismerem magam,Már sokkal jobban értem magam,Igen,"egy lehetséges kiegészítő terápia mellett, de nem helyettesítője annak",Mindkettő megtörtént,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
117,Nő,35 - 44,Nem,"Gyanítom, hogy neurodivergens lehetek, de nincs diagnózisom",Hetente többször,Igen,Erősen függ a helyzettől,Valamennyire / nem kőbe vésve,4. Meglehetősen jól ismerem magam,Valamennyire tisztult,Igen,"egészen hasonló vagy jobb, mint a terápia",Mindkettő megtörtént,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
118,Férfi,35 - 44,Nem,Nem vagyok neurodivergens / nem tudok ilyesmiről,Néha,Nem,Erősen függ a helyzettől,Még sohasem gondoltam ilyesmire,3. Átlagos szinten értem a saját működésem,Nem volt rá hatással / nem tudok erre válaszolni,Nem,"egy lehetséges kiegészítő terápia mellett, de nem helyettesítője annak",Egyik sem igaz,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
119,Nő,35 - 44,Nem,Nem vagyok neurodivergens / nem tudok ilyesmiről,"Próbáltam már, de szinte soha",Igen,"A mesterséges intelligencia által írtakat csak javaslatoknak tekintem, nem kész válaszoknak","Igen, határozottan",5. Nagyon tudatos vagyok a belső működéseimmel,Nem volt rá hatással / nem tudok erre válaszolni,Nem,"egy lehetséges kiegészítő terápia mellett, de nem helyettesítője annak",,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0
120,Nő,45 - 54,Nem,Nem vagyok neurodivergens / nem tudok ilyesmiről,Hetente többször,Igen,"A mesterséges intelligencia által írtakat csak javaslatoknak tekintem, nem kész válaszoknak",Valamennyire / nem kőbe vésve,4. Meglehetősen jól ismerem magam,Valamennyire tisztult,Igen,"egy lehetséges kiegészítő terápia mellett, de nem helyettesítője annak",Mindkettő megtörtént,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0
121,Férfi,25 - 34,Nem,Van diagnózisom valamilyen más pszichés kondícióról,Napi szinten,Igen,"Gyakran követem az AI tanácsait, ha meggyőzőnek érzem őket.",Valamennyire / nem kőbe vésve,"1. Nem igazán ismerem az érzéseim, vagyok tudatos velük",Körülbelül ugyanaz maradt,Nem vagyok biztos benne / nem tudom,"egészen hasonló vagy jobb, mint a terápia","Megkérdőjelezte, újraértékelte azt",0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
122,Nő,25 - 34,Nem,Nem vagyok neurodivergens / nem tudok ilyesmiről,Napi szinten,Igen,Erősen függ a helyzettől,Még sohasem gondoltam ilyesmire,4. Meglehetősen jól ismerem magam,Valamennyire tisztult,Nem,"egy lehetséges kiegészítő terápia mellett, de nem helyettesítője annak",Egyik sem igaz,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
123,Férfi,35 - 44,Nem,Nem vagyok neurodivergens / nem tudok ilyesmiről,Napi szinten,Igen,"A mesterséges intelligencia által írtakat csak javaslatoknak tekintem, nem kész válaszoknak",Valamennyire / nem kőbe vésve,4. Meglehetősen jól ismerem magam,Körülbelül ugyanaz maradt,Nem,nem gondoltam ilyenekre / nem tudom,"Megerősítette az önmagadról alkotott képed, narratíváid",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
124,Nő,25 - 34,Nem,"Gyanítom, hogy neurodivergens lehetek, de nincs diagnózisom",Ritkán,Igen,"A mesterséges intelligencia által írtakat csak javaslatoknak tekintem, nem kész válaszoknak",Valamennyire / nem kőbe vésve,3. Átlagos szinten értem a saját működésem,Nem volt rá hatással / nem tudok erre válaszolni,Nem,"gyengébb, mint a terápia",Egyik sem igaz,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
125,Nő,45 - 54,Nem,Nem vagyok neurodivergens / nem tudok ilyesmiről,Néha,Nem,"A mesterséges intelligencia által írtakat csak javaslatoknak tekintem, nem kész válaszoknak",Valamennyire / nem kőbe vésve,5. Nagyon tudatos vagyok a belső működéseimmel,Nem volt rá hatással / nem tudok erre válaszolni,Nem,,,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
126,Nő,45 - 54,Nem,"Gyanítom, hogy neurodivergens lehetek, de nincs diagnózisom",Hetente többször,Igen,Erősen függ a helyzettől,Nem,5. Nagyon tudatos vagyok a belső működéseimmel,Valamennyire tisztult,Nem,"egy lehetséges kiegészítő terápia mellett, de nem helyettesítője annak",Mindkettő megtörtént,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
